14873,-4.731105739,-4.148313998,1.039370119
14874,-4.730500621,4.142741587,-1.038128408
14875,-4.732671917,-3.819597915,1.955133789
14876,-4.732816637,3.821277093,-1.954757502
14877,-4.741982119,0.917929768,4.279116304
14878,-4.745845896,0.566564975,4.378582705
14879,-4.740983763,1.293021047,4.169969859
14880,-4.745252782,0.101112612,4.406871766
14881,-4.740354417,1.728238927,4.002484994
14882,-4.744658878,-0.379766746,4.385639048
14883,-4.743455443,2.215754319,3.789674874
14884,-4.740760395,-0.956601639,4.259667488
14885,-4.739882934,2.658870998,3.448431628
14886,-4.739643746,-1.425332596,4.115404515
14887,-4.738966239,2.99777717,3.149518814
14888,-4.739531348,-1.893099849,3.919566412
14889,-4.739369765,3.330989489,2.800602984
14890,-4.742838537,3.693657017,2.363254536
14891,-4.743121913,-2.357976369,3.699994734
14892,-4.739825904,-2.791044016,3.344020688
14893,-4.739347622,3.917597906,1.893223502
14894,-4.740037652,-3.120021777,3.041675422
14895,-4.739011727,4.107780565,1.429614563
14896,-4.743023133,-3.373791017,2.802142698
14897,-4.739505374,4.2470062,0.959539372
14898,-4.748537592,-3.61654342,2.577237272
14899,-4.743032606,4.368588283,0.405858722
14900,-4.750458566,-3.805660815,2.317959283
14901,-4.749390536,-3.965085634,2.016879749
14902,-4.751355741,-4.117926847,1.725933073
14903,-4.739533661,4.351471259,-0.137688596
14904,-4.751152392,-4.248260147,1.366523177
14905,-4.74631902,4.36582193,-0.675460555
14906,-4.747572905,-4.30750041,1.045701611
14907,-4.745850122,4.292094159,-1.03980999
14908,-4.746320352,-4.366065216,0.6742031
14909,-4.749623205,4.235485755,-1.358681594
14910,-4.739647839,-4.352670864,0.134577038
14911,-4.751399653,4.119326926,-1.723836933
14912,-4.749384316,3.964963879,-2.017003357
14913,-4.75045601,3.805640369,-2.317946198
14914,-4.743021696,-4.368440265,-0.406589992
14915,-4.748522553,3.615674301,-2.578115622
14916,-4.739607471,-4.247780939,-0.960583779
14917,-4.743012365,3.370377847,-2.806307658
14918,-4.739044897,-4.108704969,-1.427707564
14919,-4.740068199,3.117706464,-3.044401376
14920,-4.739643852,-3.921378038,-1.891709689
14921,-4.740248481,2.790377282,-3.349637437
14922,-4.743190864,2.357607856,-3.700983219
14923,-4.743075503,-3.699268871,-2.358324503
14924,-4.740552113,-3.351121905,-2.793134626
14925,-4.739991795,1.890675549,-3.925474972
14926,-4.741067364,-3.05590665,-3.1196313
14927,-4.739575817,1.427756368,-4.113973264
14928,-4.744361552,-2.819018115,-3.376612566
14929,-4.7403254,0.963501222,-4.254109161
14930,-4.750824925,-2.599855076,-3.626350848
14931,-4.744232577,0.417811505,-4.379281912
14932,-4.753946596,-2.341759097,-3.830008645
14933,-4.747820697,-2.044657462,-3.935260623
14934,-4.7434329,-1.755326191,-4.022307471
14935,-4.741331662,-0.111850049,-4.369451726
14936,-4.74055215,-0.586224618,-4.326150409
14937,-4.740086763,-1.0193985,-4.24069414
14938,-4.740390338,-1.425219858,-4.12286947
14939,-4.78565461,1.11738445,4.659697642
14940,-4.785552691,1.485604326,4.553492154
14941,-4.785755704,1.853039883,4.418449973
14942,-4.786682303,2.189027608,4.273679844
14943,-4.787550623,2.502950462,4.105744225
14944,-4.786202947,2.793314818,3.899344375
14945,-4.784593398,3.083044793,3.653178563
14946,-4.783836091,3.359217621,3.391190228
14947,-4.785162805,3.644477735,3.102783786
14948,-4.786782283,3.891042732,2.814345569
14949,-4.787472009,4.084242283,2.537074862
14950,-4.786068977,4.255514187,2.209649097
14951,-4.78439156,4.394122465,1.875573649
14952,-4.783608115,4.531181779,1.495098971
14953,-4.784987447,4.655322704,1.107103114
14954,-4.786763008,4.744044683,0.741003245
14955,-4.787556218,4.793296628,0.387560033
14956,-4.786431309,4.79851228,0.022321952
14957,-4.784983482,4.772741174,-0.322725256
14958,-4.783807622,4.72220387,-0.699108209
14959,-4.784137341,4.649606356,-1.0947151
14960,-4.784964495,4.553140798,-1.467947288
14961,-4.785890799,4.42914092,-1.832407142
14962,-4.786514584,4.275663399,-2.181060843
14963,-4.786173508,4.086701806,-2.509152564
14964,-4.78581141,3.875872533,-2.818795238
14965,-4.785468398,3.635975023,-3.118239698
14966,-4.785197844,3.374999058,-3.393712612
