14873,1,-2.188410087E-11,4.660508424E-08,-6.992233104E-08,1.014429712E-03,1.640056704E-07,4.028175958E-03,0,0,0,0,0,0,-2.69634393E-03,4.477035254E-03,-1.345025871E-02,78.0330534,1.261582045E-02,0
14874,1,6.187192642E-11,5.598115216E-08,-7.206003438E-08,-1.013517394E-03,1.516639063E-07,-4.022841807E-03,0,0,0,0,0,0,-1.838597702E-03,6.76436862E-03,-1.293427474E-02,-77.9628763,1.166645484E-02,0
14875,1,-3.498431023E-11,9.665267697E-08,-8.663036732E-08,1.895109686E-03,6.288285093E-08,3.712001082E-03,0,0,0,0,0,0,1.147001749E-03,1.602202468E-02,-1.217536558E-02,145.777668,4.837142478E-03,0
14876,1,-2.740769642E-11,9.399568057E-08,-8.882249913E-08,-1.894856003E-03,6.732658431E-08,-3.713489976E-03,0,0,0,0,0,0,5.895250943E-04,1.505461708E-02,-1.307125913E-02,-145.758152,5.178967884E-03,0
14877,1,3.664716764E-11,-1.535729424E-07,1.404791661E-07,4.155953764E-03,-5.724516203E-07,-8.86626025E-04,0,0,0,0,0,0,-1.500954852E-03,-2.513319626E-02,2.010558732E-02,319.688755,-4.40347392E-02,0
14878,1,3.188328182E-11,7.871185215E-08,4.419382904E-08,4.257420544E-03,3.55669826E-07,-5.579627687E-04,0,0,0,0,0,0,1.419000683E-02,2.629461908E-02,2.098415513E-02,327.493893,2.735921764E-02,0
14879,1,3.425205546E-11,-1.198728627E-08,2.960081424E-08,4.058428982E-03,2.34182588E-07,-1.255376439E-03,0,0,0,0,0,0,2.041552216E-03,1.920848154E-04,6.590254139E-03,312.186848,1.801404532E-02,0
14880,1,4.319377451E-11,6.484981352E-08,-1.816159312E-07,4.291910969E-03,5.136630676E-09,-1.056480769E-04,0,0,0,0,0,0,-1.346138585E-02,-3.491139039E-03,-4.140894674E-02,330.146996,3.951251274E-04,0
14881,1,5.458565674E-11,6.757664739E-08,-8.813940866E-08,3.892045701E-03,-4.526638264E-08,-1.687573429E-03,0,0,0,0,0,0,-2.357930061E-03,8.030079189E-03,-1.59262364E-02,299.38813,-3.482029657E-03,0
14882,1,3.131269029E-11,1.427630458E-08,6.717577063E-08,4.264726304E-03,-5.027630721E-08,3.582248231E-04,0,0,0,0,0,0,9.406745853E-03,1.159828384E-02,1.973666153E-02,328.055865,-3.867409192E-03,0
14883,1,6.042809898E-11,-5.289089025E-08,-2.723488421E-08,3.682558145E-03,-6.354825359E-08,-2.162679564E-03,0,0,0,0,0,0,-9.229012579E-03,-1.737536937E-02,-1.342829391E-02,283.2737,-4.88832742E-03,0
14884,1,1.837624107E-11,-1.181170779E-07,2.488562085E-07,4.143519793E-03,-3.501018533E-07,9.142517156E-04,0,0,0,0,0,0,1.509023248E-02,-3.084452357E-03,5.33729759E-02,318.732292,-2.693091216E-02,0
14885,1,1.804900175E-11,-1.433803707E-07,1.556526619E-07,3.349536739E-03,-2.334575413E-07,-2.589117736E-03,0,0,0,0,0,0,1.420893124E-03,-2.064040187E-02,2.536467917E-02,257.656673,-1.79582733E-02,0
14886,1,1.13603172E-11,1.143559252E-07,-1.884059984E-07,4.006835399E-03,1.526277629E-07,1.370306069E-03,0,0,0,0,0,0,-8.541180985E-03,9.050289722E-03,-3.752846643E-02,308.218105,1.174059729E-02,0
14887,1,4.500171015E-11,1.548147559E-07,-1.578622957E-07,3.05628404E-03,-4.227611861E-08,-2.927440481E-03,0,0,0,0,0,0,-3.395238891E-04,2.347120713E-02,-2.463295404E-02,235.09877,-3.252009628E-03,0
14888,1,-3.282527407E-11,3.969822626E-08,-3.411435223E-08,3.821987833E-03,7.467041807E-08,1.829940375E-03,0,0,0,0,0,0,6.354558282E-04,6.747925654E-03,-4.607854411E-03,293.999065,5.743877875E-03,0
14889,1,3.842662722E-11,-6.404041564E-08,8.761142234E-08,2.710249333E-03,1.689655278E-07,-3.247624321E-03,0,0,0,0,0,0,2.730077598E-03,-7.128206547E-03,1.620284584E-02,208.480719,1.299734856E-02,0
14890,1,1.563561147E-11,8.808930829E-08,-7.692558635E-09,2.287894022E-03,7.24857685E-08,-3.599930997E-03,0,0,0,0,0,0,9.280758165E-03,2.28305541E-02,8.094882406E-03,175.991846,5.575827416E-03,0
14891,1,-4.716186087E-11,-1.049453715E-08,6.976501226E-08,3.606109833E-03,-3.265130424E-08,2.282542689E-03,0,0,0,0,0,0,6.826203503E-03,5.218916386E-03,1.756653637E-02,277.393066,-2.511639008E-03,0
14892,1,-3.152071186E-11,6.094651882E-08,4.320487523E-08,3.260603233E-03,-3.561509061E-07,2.702978149E-03,0,0,0,0,0,0,1.200898242E-02,2.139021977E-02,1.866073627E-02,250.815632,-2.739622258E-02,0
14893,1,5.029795374E-11,-9.244976296E-08,6.630581528E-08,1.82988515E-03,-8.871259771E-08,-3.820299578E-03,0,0,0,0,0,0,-3.0030692E-03,-1.723384857E-02,7.190087344E-03,140.760395,-6.82404582E-03,0
14894,1,-3.806775552E-11,-1.106525636E-07,2.836673296E-08,2.96368252E-03,2.400798178E-07,3.031643515E-03,0,0,0,0,0,0,-9.504767833E-03,-2.652238298E-02,-5.134799983E-03,227.975578,1.846767752E-02,0
14895,1,3.091219598E-11,-1.056034851E-07,8.381471517E-08,1.374362851E-03,-9.700426906E-08,-3.999326553E-03,0,0,0,0,0,0,-2.505764947E-03,-1.875721291E-02,1.038405131E-02,105.720218,-7.461865316E-03,0
14896,1,-7.965402209E-11,2.312526615E-07,-2.936757442E-07,2.717610478E-03,6.252211904E-08,3.276992298E-03,0,0,0,0,0,0,-7.224108558E-03,2.836547792E-02,-5.239274073E-02,209.046955,4.809393897E-03,0
14897,1,-1.532890785E-11,3.312276375E-08,-2.895534745E-08,9.172991704E-04,2.193105821E-07,-4.130342626E-03,0,0,0,0,0,0,4.76728892E-04,5.574897164E-03,-3.975582309E-03,70.5614748,1.687004371E-02,0
14898,1,-4.400097365E-11,-1.817624329E-07,2.095126739E-07,2.514268184E-03,3.036435423E-07,3.510859417E-03,0,0,0,0,0,0,3.190103904E-03,-2.476657764E-02,3.542959224E-02,193.405251,2.335719555E-02,0
14899,1,-1.17906504E-11,5.352669739E-08,-1.34035437E-08,3.808897163E-04,4.285276418E-08,-4.250698537E-03,0,0,0,0,0,0,4.626419162E-03,1.286310751E-02,2.56615039E-03,29.2992092,3.296366893E-03,0
14900,1,-2.893737246E-11,-4.053072189E-08,-4.738434289E-08,2.25137634E-03,-7.920465794E-08,3.699253459E-03,0,0,0,0,0,0,-1.015183737E-02,-1.638288144E-02,-1.743728481E-02,173.182796,-6.092666124E-03,0
14901,1,-4.824517587E-11,-2.667171728E-08,2.034209945E-08,1.96149855E-03,4.825128319E-08,3.854619019E-03,0,0,0,0,0,0,-7.433301071E-04,-4.83924849E-03,2.393646762E-03,150.884497,3.711636818E-03,0
14902,1,1.915301685E-12,9.953797964E-08,9.007799395E-09,1.683747018E-03,-1.95792607E-07,4.002127389E-03,0,0,0,0,0,0,1.252502832E-02,2.783826902E-02,1.391054864E-02,129.519005,-1.506097021E-02,0
14903,1,-4.383472398E-11,2.585760512E-08,1.540257129E-08,-1.492490075E-04,1.50176092E-08,-4.236208694E-03,0,0,0,0,0,0,4.748987965E-03,8.733823895E-03,7.125358004E-03,-11.4806929,1.155201066E-03,0
14904,1,-4.295204166E-11,-1.178355085E-07,4.844821744E-08,1.326372294E-03,-1.62706657E-08,4.131804686E-03,0,0,0,0,0,0,-8.017790271E-03,-2.613972127E-02,-5.576099065E-04,102.028636,-1.251589681E-03,0
14905,1,-1.388253201E-11,5.734559494E-09,-2.047420899E-08,-6.725841231E-04,5.224839583E-08,-4.24133538E-03,0,0,0,0,0,0,-1.704467228E-03,-8.200928569E-04,-4.852209473E-03,-51.7372403,4.01910767E-03,0
